time,Total interchange,Net generation,Day-ahead demand forecast,Demand
2022-01-16 11:00:00,-1899.0,16232.0,17015.0,18131.0
2022-01-16 12:00:00,-1910.0,16642.0,17265.0,18552.0
2022-01-16 13:00:00,-3853.0,15254.0,17656.0,19107.0
2022-01-16 14:00:00,-4127.0,15342.0,18130.0,19469.0
2022-01-16 15:00:00,-3956.0,15416.0,18426.0,19372.0
2022-01-16 16:00:00,-3452.0,15706.0,18528.0,19158.0
2022-01-16 17:00:00,-3501.0,15542.0,18593.0,19043.0
2022-01-16 18:00:00,-3354.0,15767.0,18619.0,19121.0
2022-01-16 19:00:00,-3782.0,15476.0,18615.0,19258.0
2022-01-16 20:00:00,-4216.0,15320.0,18695.0,19536.0
2022-01-16 21:00:00,-3369.0,16630.0,18876.0,19999.0
2022-01-16 22:00:00,-2702.0,17991.0,19457.0,20693.0
2022-01-16 23:00:00,-2641.0,18768.0,20301.0,21409.0
2022-01-17 00:00:00,-2443.0,18717.0,20306.0,21160.0
2022-01-17 01:00:00,-2331.0,18405.0,19870.0,20736.0
2022-01-17 02:00:00,-2569.0,17697.0,19321.0,20266.0
2022-01-17 03:00:00,-3147.0,16403.0,18566.0,19550.0
2022-01-17 04:00:00,-3839.0,14743.0,17661.0,18582.0
2022-01-17 05:00:00,-3181.0,14464.0,16802.0,17645.0
2022-01-17 06:00:00,-3319.0,13595.0,16221.0,16914.0
2022-01-17 07:00:00,-3410.0,13002.0,15649.0,16412.0
2022-01-17 08:00:00,-3227.0,12862.0,15340.0,16089.0
2022-01-17 09:00:00,-2752.0,13184.0,15190.0,15936.0
2022-01-17 10:00:00,-3323.0,12706.0,15322.0,16029.0
2022-01-17 11:00:00,-3342.0,13046.0,15783.0,16388.0
2022-01-17 12:00:00,0.0,14318.0,33052.0,34186.0
2022-01-17 13:00:00,-2720.0,15027.0,17401.0,17747.0
2022-01-17 14:00:00,-2919.0,15531.0,18328.0,18450.0
2022-01-17 15:00:00,-3085.0,15842.0,19028.0,18927.0
2022-01-17 16:00:00,-3341.0,15769.0,19382.0,19110.0
2022-01-17 17:00:00,-3611.0,16103.0,19640.0,19714.0
2022-01-17 18:00:00,-3466.0,16583.0,19699.0,20049.0
2022-01-17 19:00:00,-3704.0,16476.0,19611.0,20180.0
2022-01-17 20:00:00,-3491.0,16623.0,19571.0,20114.0
2022-01-17 21:00:00,-3672.0,16523.0,19637.0,20195.0
2022-01-17 22:00:00,-3625.0,17010.0,20180.0,20635.0
2022-01-17 23:00:00,-3443.0,17877.0,20849.0,21320.0
2022-01-18 00:00:00,-3558.0,17512.0,20618.0,21070.0
2022-01-18 01:00:00,-3557.0,16949.0,20155.0,20506.0
2022-01-18 02:00:00,-3132.0,16750.0,19534.0,19882.0
2022-01-18 03:00:00,-3118.0,15888.0,18770.0,19006.0
2022-01-18 04:00:00,-3248.0,14713.0,17783.0,17961.0
2022-01-18 05:00:00,0.0,13302.0,16900.0,34074.0
2022-01-18 06:00:00,-3842.0,12566.0,16138.0,16408.0
2022-01-18 07:00:00,-3614.0,12421.0,15711.0,16035.0
2022-01-18 08:00:00,-3921.0,11891.0,15482.0,15812.0
2022-01-18 09:00:00,-3885.0,11931.0,15436.0,15816.0
2022-01-18 10:00:00,-3988.0,12108.0,15691.0,16096.0
2022-01-18 11:00:00,-3780.0,13146.0,16470.0,16926.0
2022-01-18 12:00:00,-4088.0,14215.0,17873.0,18303.0
2022-01-18 13:00:00,-3652.0,15816.0,19068.0,19468.0
2022-01-18 14:00:00,-3683.0,16162.0,19614.0,19845.0
2022-01-18 15:00:00,-3690.0,16227.0,19834.0,19917.0
2022-01-18 16:00:00,-3946.0,15991.0,19803.0,19937.0
2022-01-18 17:00:00,-4104.0,15905.0,19757.0,20009.0
2022-01-18 18:00:00,-4205.0,15572.0,19712.0,19777.0
2022-01-18 19:00:00,-4591.0,14951.0,19693.0,19542.0
2022-01-18 20:00:00,-4663.0,14810.0,19731.0,19473.0
2022-01-18 21:00:00,-4762.0,15077.0,19992.0,19839.0
2022-01-18 22:00:00,-3861.0,16756.0,20688.0,20617.0
2022-01-18 23:00:00,0.0,17894.0,21567.0,43324.0
2022-01-19 00:00:00,-3831.0,17879.0,21583.0,21710.0
2022-01-19 01:00:00,-3967.0,17294.0,21133.0,21261.0
2022-01-19 02:00:00,-3697.0,16942.0,20519.0,20639.0
2022-01-19 03:00:00,-3897.0,15937.0,19709.0,19834.0
2022-01-19 04:00:00,-4195.0,14574.0,18641.0,18769.0
2022-01-19 05:00:00,-3310.0,14423.0,17673.0,17733.0
2022-01-19 06:00:00,-3370.0,13674.0,16811.0,17044.0
2022-01-19 07:00:00,-2916.0,13657.0,16325.0,16573.0
2022-01-19 08:00:00,-3097.0,13226.0,16037.0,16323.0
2022-01-19 09:00:00,-2789.0,13457.0,15910.0,16246.0
2022-01-19 10:00:00,-3155.0,13258.0,16065.0,16413.0
2022-01-19 11:00:00,-3322.0,13773.0,16734.0,17095.0
2022-01-19 12:00:00,-3144.0,15253.0,18024.0,18397.0
2022-01-19 13:00:00,-2721.0,16715.0,19060.0,19436.0
2022-01-19 14:00:00,-2832.0,17015.0,19439.0,19847.0
2022-01-19 15:00:00,-2337.0,17651.0,19564.0,19988.0
2022-01-19 16:00:00,0.0,0.0,38876.0,39900.0
2022-01-19 17:00:00,-2120.0,17696.0,19338.0,19816.0
2022-01-19 18:00:00,-2020.0,17437.0,19199.0,19457.0
2022-01-19 19:00:00,-2005.0,17022.0,19117.0,19027.0
2022-01-19 20:00:00,-2099.0,16711.0,19117.0,18810.0
2022-01-19 21:00:00,-1854.0,17172.0,19321.0,19026.0
2022-01-19 22:00:00,-2083.0,17552.0,19869.0,19635.0
2022-01-19 23:00:00,-2146.0,18437.0,20509.0,20583.0
2022-01-20 00:00:00,-2726.0,17806.0,20382.0,20532.0
2022-01-20 01:00:00,-2671.0,17382.0,19864.0,20053.0
2022-01-20 02:00:00,-2705.0,16686.0,19242.0,19391.0
2022-01-20 03:00:00,-2144.0,16357.0,18468.0,18501.0
2022-01-20 04:00:00,-2147.0,15269.0,17423.0,17416.0
2022-01-20 05:00:00,-2516.0,13931.0,16439.0,16447.0
2022-01-20 06:00:00,-2786.0,12903.0,15446.0,15689.0
2022-01-20 07:00:00,-2705.0,12525.0,15010.0,15230.0
2022-01-20 08:00:00,-2726.0,12252.0,14792.0,14978.0
2022-01-20 09:00:00,0.0,13180.0,14765.0,29932.0
2022-01-20 10:00:00,-2472.0,12828.0,15013.0,15300.0
2022-01-20 11:00:00,-2691.0,13444.0,15748.0,16135.0
2022-01-20 12:00:00,-3267.0,14318.0,17041.0,17585.0
2022-01-20 13:00:00,-3030.0,15808.0,18281.0,18838.0
2022-01-20 14:00:00,-3129.0,16396.0,18992.0,19525.0
2022-01-20 15:00:00,-3475.0,16448.0,19370.0,19923.0
2022-01-20 16:00:00,-3976.0,15966.0,19458.0,19942.0
2022-01-20 17:00:00,-4233.0,15655.0,19473.0,19888.0
2022-01-20 18:00:00,-4401.0,15241.0,19284.0,19642.0
2022-01-20 19:00:00,-4346.0,15195.0,19163.0,19541.0
2022-01-20 20:00:00,-4306.0,15281.0,19167.0,19587.0
2022-01-20 21:00:00,-4138.0,15856.0,19438.0,19994.0
2022-01-20 22:00:00,-3801.0,16880.0,20140.0,20681.0
2022-01-20 23:00:00,-3687.0,18033.0,21128.0,21720.0
2022-01-21 00:00:00,-3476.0,18344.0,21228.0,21820.0
2022-01-21 01:00:00,-4066.0,17424.0,20818.0,21490.0
2022-01-21 02:00:00,-4082.0,16910.0,20252.0,20992.0
2022-01-21 03:00:00,0.0,16017.0,19495.0,20252.0
2022-01-21 04:00:00,-3491.0,15731.0,18496.0,19222.0
2022-01-21 05:00:00,-2796.0,15461.0,17588.0,18257.0
2022-01-21 06:00:00,-3197.0,14404.0,16879.0,17601.0
2022-01-21 07:00:00,-3455.0,13856.0,16502.0,17311.0
2022-01-21 08:00:00,-3227.0,13925.0,16299.0,17152.0
2022-01-21 09:00:00,-3502.0,13622.0,16271.0,17124.0
2022-01-21 10:00:00,-3549.0,13851.0,16522.0,17400.0
2022-01-21 11:00:00,-2990.0,15230.0,17245.0,18220.0
2022-01-21 12:00:00,-2814.0,16901.0,18495.0,19715.0
2022-01-21 13:00:00,-3380.0,17576.0,19648.0,20956.0
2022-01-21 14:00:00,-3634.0,17827.0,20212.0,21461.0
2022-01-21 15:00:00,-3605.0,17893.0,20391.0,21498.0
2022-01-21 16:00:00,-3364.0,17901.0,20337.0,21265.0
2022-01-21 17:00:00,-3261.0,17562.0,20256.0,20823.0
2022-01-21 18:00:00,-3732.0,16747.0,20049.0,20479.0
2022-01-21 19:00:00,-4492.0,15787.0,19905.0,20279.0
2022-01-21 20:00:00,0.0,0.0,39674.0,40638.0
2022-01-21 21:00:00,-3694.0,17160.0,20001.0,20854.0
2022-01-21 22:00:00,-2806.0,18897.0,20574.0,21703.0
2022-01-21 23:00:00,-3026.0,19569.0,21532.0,22595.0
2022-01-22 00:00:00,-2869.0,19742.0,21662.0,22611.0
2022-01-22 01:00:00,-3326.0,18915.0,21168.0,22241.0
2022-01-22 02:00:00,-3194.0,18535.0,20576.0,21729.0
2022-01-22 03:00:00,-3683.0,17385.0,19908.0,21068.0
2022-01-22 04:00:00,-3042.0,17173.0,19071.0,20215.0
2022-01-22 05:00:00,-2340.0,16972.0,18255.0,19312.0
2022-01-22 06:00:00,-2364.0,16213.0,17812.0,18577.0
2022-01-22 07:00:00,-1815.0,16383.0,17429.0,18198.0
2022-01-22 08:00:00,-1963.0,15954.0,17202.0,17917.0
2022-01-22 09:00:00,-1542.0,16261.0,17108.0,17803.0
2022-01-22 10:00:00,-953.0,16954.0,17160.0,17907.0
2022-01-22 11:00:00,-767.0,17482.0,17400.0,18249.0
2022-01-22 12:00:00,-884.0,18029.0,17928.0,18913.0
2022-01-22 13:00:00,-1008.0,18632.0,18524.0,39280.0
2022-01-22 14:00:00,-1529.0,18421.0,18938.0,19950.0
2022-01-22 15:00:00,-1514.0,18313.0,18970.0,19827.0
2022-01-22 16:00:00,-1974.0,17654.0,18824.0,19628.0
2022-01-22 17:00:00,-2175.0,17185.0,18669.0,19360.0
2022-01-22 18:00:00,-2426.0,16665.0,18468.0,19091.0
2022-01-22 19:00:00,-3150.0,15745.0,18395.0,18895.0
2022-01-22 20:00:00,-3280.0,15724.0,18531.0,19004.0
2022-01-22 21:00:00,-2349.0,17085.0,18843.0,19434.0
2022-01-22 22:00:00,-1650.0,18464.0,19484.0,20114.0
2022-01-22 23:00:00,-1342.0,19712.0,20262.0,21054.0
2022-01-23 00:00:00,-1936.0,19248.0,20336.0,21184.0
2022-01-23 01:00:00,-2717.0,18141.0,20010.0,20858.0
2022-01-23 02:00:00,-3145.0,17313.0,19588.0,20458.0
2022-01-23 03:00:00,-3500.0,16318.0,19080.0,19818.0
2022-01-23 04:00:00,-3698.0,15309.0,18416.0,19007.0
2022-01-23 05:00:00,-3479.0,14691.0,17680.0,18170.0
2022-01-23 06:00:00,-3556.0,13936.0,16946.0,17492.0
2022-01-23 07:00:00,0.0,14291.0,16453.0,33966.0
2022-01-23 08:00:00,-2772.0,13890.0,16155.0,16662.0
2022-01-23 09:00:00,-2987.0,13490.0,15995.0,16477.0
2022-01-23 10:00:00,-3307.0,13131.0,15981.0,16438.0
2022-01-23 11:00:00,-3015.0,13644.0,16162.0,16659.0
2022-01-23 12:00:00,-2416.0,14671.0,16594.0,17087.0
2022-01-23 13:00:00,-2577.0,15006.0,17098.0,17583.0
2022-01-23 14:00:00,-2982.0,15041.0,17684.0,18023.0
2022-01-23 15:00:00,-3481.0,14907.0,18113.0,18388.0
2022-01-23 16:00:00,-3647.0,14805.0,18337.0,18452.0
2022-01-23 17:00:00,-4016.0,14288.0,18413.0,18304.0
2022-01-23 18:00:00,-4008.0,14277.0,18389.0,18285.0
2022-01-23 19:00:00,-3948.0,14374.0,18330.0,18322.0
2022-01-23 20:00:00,-3194.0,15337.0,18422.0,18531.0
2022-01-23 21:00:00,-3626.0,15276.0,18720.0,18902.0
2022-01-23 22:00:00,-3930.0,15642.0,19370.0,19572.0
2022-01-23 23:00:00,-3977.0,16566.0,20243.0,20543.0
2022-01-24 00:00:00,0.0,0.0,40698.0,41180.0
2022-01-24 01:00:00,-4097.0,16155.0,20051.0,20252.0
2022-01-24 02:00:00,-4429.0,15407.0,19595.0,19836.0
2022-01-24 03:00:00,-4304.0,14825.0,18953.0,19129.0
2022-01-24 04:00:00,-4611.0,13630.0,18113.0,18241.0
2022-01-24 05:00:00,-3816.0,13481.0,17318.0,17297.0
2022-01-24 06:00:00,-3066.0,13596.0,16456.0,16662.0
2022-01-24 07:00:00,-2870.0,13419.0,16150.0,16289.0
2022-01-24 08:00:00,-2869.0,13172.0,15996.0,16041.0
2022-01-24 09:00:00,-2568.0,13445.0,16019.0,16013.0
2022-01-24 10:00:00,-2355.0,13961.0,16340.0,16316.0
2022-01-24 11:00:00,-1979.0,15174.0,17249.0,17153.0
2022-01-24 12:00:00,-1638.0,17073.0,18725.0,18711.0
2022-01-24 13:00:00,-1953.0,17998.0,19883.0,19951.0
2022-01-24 14:00:00,-2300.0,18215.0,20196.0,20515.0
2022-01-24 15:00:00,-2307.0,18242.0,20164.0,20549.0
2022-01-24 16:00:00,-2501.0,17725.0,19989.0,20226.0
2022-01-24 17:00:00,-2633.0,17188.0,19833.0,19821.0
2022-01-24 18:00:00,-3172.0,16486.0,19615.0,19658.0
2022-01-24 19:00:00,-3431.0,16312.0,19498.0,19743.0
2022-01-24 20:00:00,-3513.0,16460.0,19483.0,19973.0
2022-01-24 21:00:00,-3180.0,17037.0,19795.0,20217.0
2022-01-24 22:00:00,-2498.0,18439.0,20494.0,20937.0
2022-01-24 23:00:00,-2056.0,19794.0,21396.0,21850.0
2022-01-25 00:00:00,-1906.0,19816.0,21346.0,21722.0
2022-01-25 01:00:00,-2266.0,19008.0,20883.0,21274.0
2022-01-25 02:00:00,-2347.0,18222.0,20164.0,20569.0
2022-01-25 03:00:00,-2884.0,16774.0,19242.0,19658.0
2022-01-25 04:00:00,-3472.0,14939.0,18072.0,18411.0
2022-01-25 05:00:00,-3293.0,14026.0,17036.0,17319.0
2022-01-25 06:00:00,-3355.0,13181.0,16230.0,16536.0
2022-01-25 07:00:00,-3039.0,13041.0,15793.0,16080.0
2022-01-25 08:00:00,-2976.0,12805.0,15523.0,15781.0
2022-01-25 09:00:00,-3252.0,12445.0,15451.0,15697.0
2022-01-25 10:00:00,-3219.0,12683.0,15663.0,15902.0
2022-01-25 11:00:00,0.0,0.0,32870.0,33220.0
2022-01-25 12:00:00,-2177.0,15806.0,17813.0,17983.0
2022-01-25 13:00:00,-1947.0,17178.0,18946.0,19125.0
2022-01-25 14:00:00,-2167.0,17475.0,19351.0,19642.0
2022-01-25 15:00:00,-2492.0,17373.0,19411.0,19865.0
2022-01-25 16:00:00,-2901.0,16986.0,19261.0,19887.0
2022-01-25 17:00:00,-3247.0,16588.0,19012.0,19835.0
2022-01-25 18:00:00,-3544.0,16103.0,18769.0,19647.0
2022-01-25 19:00:00,-3316.0,16144.0,18645.0,19460.0
2022-01-25 20:00:00,-3455.0,15871.0,18596.0,19326.0
2022-01-25 21:00:00,-3226.0,16261.0,18918.0,19487.0
2022-01-25 22:00:00,-2724.0,17398.0,19598.0,20122.0
2022-01-25 23:00:00,-2744.0,18400.0,20579.0,21144.0
2022-01-26 00:00:00,-2800.0,18513.0,20730.0,21313.0
2022-01-26 01:00:00,-2933.0,18006.0,20423.0,20939.0
2022-01-26 02:00:00,-3221.0,17222.0,19890.0,20443.0
2022-01-26 03:00:00,-4091.0,15500.0,19113.0,19591.0
2022-01-26 04:00:00,0.0,14669.0,18093.0,37114.0
2022-01-26 05:00:00,-3383.0,14185.0,17176.0,17568.0
2022-01-26 06:00:00,-3243.0,13707.0,16628.0,16950.0
2022-01-26 07:00:00,-3407.0,13221.0,16305.0,16628.0
2022-01-26 08:00:00,-3222.0,13245.0,16130.0,16467.0
2022-01-26 09:00:00,-3002.0,13430.0,16138.0,16432.0
2022-01-26 10:00:00,-3436.0,13322.0,16418.0,16758.0
2022-01-26 11:00:00,-3154.0,14454.0,17199.0,17608.0
2022-01-26 12:00:00,-2637.0,16455.0,18564.0,19092.0
2022-01-26 13:00:00,-2331.0,17949.0,19602.0,20280.0
2022-01-26 14:00:00,-2807.0,17813.0,19905.0,20620.0
2022-01-26 15:00:00,-3486.0,16959.0,19841.0,20445.0
2022-01-26 16:00:00,-3930.0,16179.0,19630.0,20109.0
2022-01-26 17:00:00,-4136.0,15791.0,19434.0,19927.0
2022-01-26 18:00:00,-4581.0,15142.0,19244.0,19723.0
2022-01-26 19:00:00,-4352.0,15406.0,19177.0,19758.0
2022-01-26 20:00:00,-4067.0,15834.0,19237.0,19901.0
2022-01-26 21:00:00,-3912.0,16445.0,19668.0,20357.0
2022-01-26 22:00:00,-2916.0,18320.0,20435.0,21236.0
2022-01-26 23:00:00,-2518.0,19794.0,21546.0,22312.0
2022-01-27 00:00:00,-2838.0,19654.0,21756.0,22492.0
2022-01-27 01:00:00,-2890.0,19281.0,21467.0,22171.0
2022-01-27 02:00:00,-2730.0,18918.0,20920.0,21648.0
2022-01-27 03:00:00,-2580.0,18279.0,20114.0,20859.0
2022-01-27 04:00:00,-2926.0,16879.0,19064.0,19805.0
2022-01-27 05:00:00,-2658.0,16178.0,18150.0,18836.0
2022-01-27 06:00:00,-1977.0,16090.0,17568.0,18067.0
2022-01-27 07:00:00,-2385.0,15322.0,17211.0,17707.0
2022-01-27 08:00:00,-2198.0,15350.0,17006.0,17548.0
2022-01-27 09:00:00,-2262.0,15295.0,16979.0,17557.0
2022-01-27 10:00:00,-2538.0,15312.0,17224.0,17850.0
2022-01-27 11:00:00,-2218.0,16422.0,17990.0,18640.0
2022-01-27 12:00:00,-1676.0,18448.0,19309.0,20124.0
2022-01-27 13:00:00,-1951.0,19291.0,20284.0,21242.0
2022-01-27 14:00:00,-2197.0,19212.0,20507.0,21409.0
2022-01-27 15:00:00,0.0,37018.0,40836.0,42244.0
2022-01-27 16:00:00,-2799.0,17841.0,20190.0,20640.0
2022-01-27 17:00:00,-3226.0,17126.0,19958.0,20352.0
2022-01-27 18:00:00,-3680.0,16453.0,19706.0,20133.0
2022-01-27 19:00:00,-3734.0,16226.0,19564.0,19960.0
2022-01-27 20:00:00,-3483.0,16477.0,19559.0,19960.0
2022-01-27 21:00:00,-3091.0,17298.0,19881.0,20389.0
2022-01-27 22:00:00,-3333.0,17776.0,20535.0,21109.0
2022-01-27 23:00:00,-3283.0,18779.0,21376.0,22062.0
2022-01-28 00:00:00,-3049.0,19045.0,21456.0,22094.0
2022-01-28 01:00:00,-2891.0,18750.0,21051.0,21641.0
2022-01-28 02:00:00,-2764.0,18241.0,20479.0,21005.0
2022-01-28 03:00:00,-3095.0,17019.0,19647.0,20114.0
2022-01-28 04:00:00,-3426.0,15533.0,18585.0,18959.0
2022-01-28 05:00:00,-3456.0,14411.0,17599.0,17867.0
2022-01-28 06:00:00,-3815.0,13270.0,16729.0,17085.0
2022-01-28 07:00:00,-3313.0,13285.0,16266.0,16598.0
2022-01-28 08:00:00,-3347.0,12876.0,15997.0,16223.0
2022-01-28 09:00:00,-3679.0,12422.0,15913.0,16101.0
2022-01-28 10:00:00,-4225.0,12115.0,16133.0,16340.0
2022-01-28 11:00:00,-4109.0,13045.0,16876.0,17154.0
2022-01-28 12:00:00,-4301.0,14198.0,18206.0,18499.0
2022-01-28 13:00:00,-4017.0,15655.0,19302.0,19672.0
2022-01-28 14:00:00,-3827.0,16375.0,19923.0,20202.0
2022-01-28 15:00:00,-3901.0,16505.0,20194.0,20406.0
2022-01-28 16:00:00,-3957.0,16615.0,20212.0,20572.0
2022-01-28 17:00:00,-4133.0,16430.0,20105.0,20563.0
2022-01-28 18:00:00,-4326.0,16114.0,19951.0,20440.0
2022-01-28 19:00:00,-4585.0,15729.0,19820.0,20314.0
2022-01-28 20:00:00,-4607.0,15701.0,19723.0,20308.0
2022-01-28 21:00:00,-4393.0,16088.0,19861.0,20481.0
2022-01-28 22:00:00,-4499.0,16364.0,20331.0,20863.0
2022-01-28 23:00:00,-3874.0,17619.0,20884.0,21493.0
2022-01-29 00:00:00,-3766.0,17732.0,20872.0,21498.0
2022-01-29 01:00:00,-3861.0,17231.0,20491.0,21092.0
2022-01-29 02:00:00,0.0,0.0,20037.0,41022.0
2022-01-29 03:00:00,-4521.0,15350.0,19411.0,19871.0
2022-01-29 04:00:00,-4206.0,14836.0,18608.0,19042.0
2022-01-29 05:00:00,-3448.0,14632.0,17816.0,18080.0
2022-01-29 06:00:00,-3666.0,13807.0,17005.0,17473.0
2022-01-29 07:00:00,-3701.0,13376.0,16541.0,17077.0
2022-01-29 08:00:00,-3826.0,13026.0,16276.0,16852.0
2022-01-29 09:00:00,-3821.0,12966.0,16183.0,16787.0
2022-01-29 10:00:00,-3632.0,13284.0,16254.0,16916.0
2022-01-29 11:00:00,-3651.0,13581.0,16583.0,17232.0
2022-01-29 12:00:00,-3570.0,14277.0,17079.0,17847.0
2022-01-29 13:00:00,-3430.0,15155.0,17854.0,18585.0
2022-01-29 14:00:00,-3627.0,15741.0,18810.0,19368.0
2022-01-29 15:00:00,-3798.0,16337.0,19602.0,20135.0
2022-01-29 16:00:00,-3677.0,16970.0,20110.0,20647.0
2022-01-29 17:00:00,-3367.0,17520.0,20168.0,20887.0
2022-01-29 18:00:00,-3765.0,17221.0,20137.0,20986.0
2022-01-29 19:00:00,0.0,16631.0,19976.0,41776.0
2022-01-29 20:00:00,-4537.0,16244.0,19845.0,20781.0
2022-01-29 21:00:00,-4117.0,16653.0,19929.0,20770.0
2022-01-29 22:00:00,-3477.0,17673.0,20391.0,21150.0
2022-01-29 23:00:00,-3509.0,18467.0,21228.0,21976.0
2022-01-30 00:00:00,-3893.0,18352.0,21457.0,22245.0
2022-01-30 01:00:00,-4270.0,17616.0,21030.0,21886.0
2022-01-30 02:00:00,-4623.0,16848.0,20548.0,21471.0
2022-01-30 03:00:00,-4662.0,16223.0,19860.0,20885.0
2022-01-30 04:00:00,-4595.0,15515.0,19081.0,20110.0
2022-01-30 05:00:00,-4301.0,14948.0,18228.0,19249.0
2022-01-30 06:00:00,-4247.0,14347.0,17788.0,18594.0
2022-01-30 07:00:00,-4147.0,14009.0,17308.0,18156.0
2022-01-30 08:00:00,-3704.0,14147.0,17019.0,17851.0
2022-01-30 09:00:00,-3644.0,14074.0,16867.0,17718.0
2022-01-30 10:00:00,-3018.0,14659.0,16851.0,17677.0
2022-01-30 11:00:00,-3274.0,14668.0,17080.0,17942.0
2022-01-30 12:00:00,-3595.0,14820.0,17418.0,18415.0
2022-01-30 13:00:00,0.0,15170.0,17935.0,37888.0
2022-01-30 14:00:00,-3817.0,15603.0,18609.0,19420.0
2022-01-30 15:00:00,-4286.0,15337.0,18977.0,19623.0
2022-01-30 16:00:00,-4430.0,15169.0,19134.0,19599.0
2022-01-30 17:00:00,-4487.0,14962.0,19073.0,19449.0
2022-01-30 18:00:00,-4438.0,14867.0,18974.0,19305.0
2022-01-30 19:00:00,-4605.0,14509.0,18823.0,19114.0
2022-01-30 20:00:00,-4707.0,14443.0,18779.0,19150.0
2022-01-30 21:00:00,-4685.0,14802.0,19010.0,19487.0
2022-01-30 22:00:00,-3976.0,16320.0,19659.0,20296.0
2022-01-30 23:00:00,-3983.0,17430.0,20737.0,21413.0
2022-01-31 00:00:00,-3778.0,17971.0,21038.0,21749.0
2022-01-31 01:00:00,-3676.0,17843.0,20708.0,21519.0
2022-01-31 02:00:00,-3708.0,17335.0,20207.0,21043.0
2022-01-31 03:00:00,-3845.0,16451.0,19383.0,20296.0
2022-01-31 04:00:00,-4143.0,15153.0,18465.0,19296.0
2022-01-31 05:00:00,-4333.0,13979.0,17583.0,18312.0
2022-01-31 06:00:00,0.0,13381.0,34562.0,35312.0
2022-01-31 07:00:00,-4393.0,12893.0,16937.0,17286.0
2022-01-31 08:00:00,-4145.0,12950.0,16746.0,17095.0
2022-01-31 09:00:00,-4202.0,12892.0,16732.0,17094.0
2022-01-31 10:00:00,-4192.0,13178.0,17026.0,17370.0
2022-01-31 11:00:00,-4110.0,14130.0,17949.0,18240.0
2022-01-31 12:00:00,-3803.0,15890.0,19413.0,19693.0
2022-01-31 13:00:00,-3175.0,17621.0,20502.0,20796.0
2022-01-31 14:00:00,-3185.0,17828.0,20841.0,21013.0
2022-01-31 15:00:00,-3736.0,17112.0,20774.0,20848.0
2022-01-31 16:00:00,-3904.0,16700.0,20566.0,20604.0
2022-01-31 17:00:00,-4066.0,16188.0,20272.0,20254.0
2022-01-31 18:00:00,-4094.0,15822.0,19912.0,19916.0
2022-01-31 19:00:00,-3973.0,15693.0,19600.0,19666.0
2022-01-31 20:00:00,-4095.0,15492.0,19437.0,19587.0
2022-01-31 21:00:00,-4222.0,15658.0,19660.0,19880.0
2022-01-31 22:00:00,-4181.0,16523.0,20346.0,20704.0
2022-01-31 23:00:00,-3956.0,17878.0,21391.0,21834.0
